,addr_state,annual_inc,emp_length,emp_title,home_ownership,installment,loan_amnt,purpose,term,int_rate,avg_cur_bal,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_last_delinq,num_bc_tl,num_il_tl,num_op_rev_tl,num_tl_90g_dpd_24m,num_tl_op_past_12m,open_acc,percent_bc_gt_75,pub_rec_bankruptcies,total_acc,total_bal_ex_mort,loan_status
17861,NC,98000.0,< 1 year,director,MORTGAGE,543.44,25000,credit_card,60 months,0.1099,10782.0,184.0,195.0,44.0,13.0,0,0.0,7.0,10.0,6.0,0.0,0.0,12,100.0,0,22,118599.0,Fully Paid
17862,TX,47000.0,3 years,cad,RENT,277.53,7650,debt_consolidation,36 months,0.1825,7983.0,144.0,266.0,10.0,10.0,0,22.0,4.0,15.0,9.0,1.0,3.0,14,100.0,0,25,111764.0,Fully Paid
17863,MN,130000.0,3 years,human resources,RENT,486.34,15000,debt_consolidation,36 months,0.1033,7340.0,238.0,89.0,16.0,13.0,0,0.0,3.0,31.0,5.0,0.0,0.0,25,33.3,0,36,183505.0,Charged Off
17864,AL,88000.0,7 years,troy  university,RENT,513.33,15000,credit_card,36 months,0.1409,8686.0,162.0,174.0,7.0,7.0,0,0.0,9.0,18.0,9.0,0.0,2.0,11,100.0,0,30,95550.0,Fully Paid
17866,NY,60000.0,10+ years,quality control inspector,RENT,354.03,15000,credit_card,60 months,0.1464,3576.0,47.0,149.0,6.0,6.0,0,0.0,10.0,2.0,11.0,0.0,1.0,12,75.0,1,16,42909.0,Fully Paid
17867,FL,73000.0,10+ years,senior inspector,MORTGAGE,301.28,12000,debt_consolidation,60 months,0.1747,29990.0,155.0,115.0,15.0,3.0,1,14.0,4.0,16.0,3.0,0.0,2.0,9,0.0,0,22,30482.0,Fully Paid
17868,CA,18000.0,4 years,banker,RENT,210.75,5750,debt_consolidation,36 months,0.1899,2844.0,122.0,137.0,1.0,1.0,0,4.0,7.0,2.0,8.0,0.0,2.0,9,0.0,0,16,25595.0,Fully Paid
17869,KY,65000.0,8 years,pse,MORTGAGE,258.44,8000,debt_consolidation,36 months,0.1008,4749.0,85.0,163.0,29.0,2.0,1,0.0,3.0,4.0,5.0,0.0,1.0,6,0.0,0,10,28492.0,Fully Paid
17870,NY,41000.0,10+ years,technician,RENT,336.93,11200,credit_card,60 months,0.2624,3868.0,18.0,55.0,24.0,8.0,0,0.0,2.0,2.0,4.0,0.0,1.0,6,100.0,0,7,19339.0,Fully Paid
17871,NY,65000.0,9 years,analyst,MORTGAGE,311.3,14400,credit_card,60 months,0.1075,6857.0,161.0,204.0,10.0,4.0,4,25.0,19.0,17.0,9.0,0.0,5.0,12,0.0,1,58,54856.0,Fully Paid
17873,DE,105100.0,10+ years,military officer,MORTGAGE,779.05,30000,credit_card,60 months,0.1905,25010.0,148.0,157.0,18.0,1.0,3,42.0,10.0,10.0,8.0,0.0,2.0,14,75.0,0,29,50082.0,Charged Off
17874,NC,40210.0,2 years,patient access specialist,OWN,354.3,10000,other,36 months,0.1655,4689.0,62.0,114.0,8.0,4.0,0,21.0,4.0,4.0,4.0,0.0,3.0,5,0.0,0,10,23446.0,Charged Off
17875,TX,91000.0,10+ years,maintenance coordinator,MORTGAGE,578.68,24000,debt_consolidation,60 months,0.1561,13551.0,140.0,170.0,15.0,2.0,2,0.0,3.0,5.0,7.0,0.0,3.0,11,100.0,0,16,68536.0,Fully Paid
17876,MA,65000.0,2 years,sales rep,RENT,669.41,20450,debt_consolidation,36 months,0.1099,4191.0,146.0,145.0,20.0,9.0,0,0.0,6.0,6.0,5.0,0.0,1.0,7,100.0,0,15,29340.0,Fully Paid
17877,CA,100000.0,1 year,principal,MORTGAGE,539.47,17500,debt_consolidation,36 months,0.0689,4042.0,83.0,149.0,27.0,27.0,0,18.0,7.0,3.0,6.0,0.0,0.0,7,25.0,0,15,28292.0,Fully Paid
17878,CA,102595.0,10+ years,school staff,MORTGAGE,187.94,6000,major_purchase,36 months,0.0797,52498.0,123.0,164.0,2.0,2.0,1,0.0,5.0,4.0,4.0,0.0,1.0,8,0.0,0,13,75123.0,Fully Paid
17879,TX,84000.0,4 years,commercial electrician,RENT,573.43,17500,debt_consolidation,36 months,0.1106,4817.0,87.0,92.0,6.0,6.0,0,54.0,4.0,7.0,8.0,0.0,3.0,10,0.0,0,19,48168.0,Fully Paid
17881,TX,91000.0,10+ years,warden,RENT,1213.12,35000,debt_consolidation,36 months,0.1499,6020.0,228.0,199.0,8.0,5.0,0,21.0,8.0,23.0,16.0,0.0,2.0,20,75.0,0,41,120409.0,Fully Paid
17882,CA,187000.0,10+ years,nurse,MORTGAGE,1028.23,32325,debt_consolidation,36 months,0.0902,18888.0,174.0,207.0,9.0,5.0,4,28.0,15.0,19.0,22.0,0.0,3.0,33,0.0,0,60,99633.0,Fully Paid
17883,MN,49992.0,4 years,postal officer,OWN,471.37,15000,debt_consolidation,36 months,0.0819,21557.0,151.0,156.0,19.0,13.0,2,50.0,8.0,9.0,3.0,0.0,0.0,7,0.0,0,20,60262.0,Charged Off
17884,IN,35000.0,< 1 year,assistant,MORTGAGE,424.91,12125,debt_consolidation,36 months,0.1577,7678.0,122.0,269.0,14.0,3.0,3,8.0,6.0,7.0,7.0,0.0,1.0,13,50.0,0,22,47005.0,Fully Paid
17885,TX,38000.0,7 years,creekview orthodontics,RENT,101.16,3000,credit_card,36 months,0.1305,10811.0,74.0,213.0,15.0,15.0,2,15.0,16.0,3.0,10.0,1.0,0.0,12,75.0,0,27,20973.0,Fully Paid
17886,FL,72000.0,9 years,instructor,RENT,407.44,12375,debt_consolidation,36 months,0.1139,3625.0,129.0,111.0,11.0,11.0,0,15.0,6.0,19.0,6.0,0.0,1.0,9,0.0,0,27,32632.0,Fully Paid
17887,FL,105000.0,1 year,engineer,RENT,285.94,11200,major_purchase,60 months,0.1825,6466.0,227.0,110.0,3.0,3.0,0,0.0,2.0,4.0,3.0,0.0,1.0,6,0.0,0,7,38798.0,Fully Paid
17888,OH,61000.0,10+ years,office management specialist,MORTGAGE,792.84,28050,debt_consolidation,60 months,0.2313,9434.0,139.0,242.0,43.0,6.0,2,26.0,6.0,8.0,9.0,0.0,2.0,14,100.0,0,29,46010.0,Charged Off
17890,KY,40000.0,10+ years,utility,MORTGAGE,71.94,2200,debt_consolidation,36 months,0.1091,20834.0,122.0,112.0,18.0,18.0,1,0.0,3.0,7.0,2.0,0.0,0.0,5,50.0,0,11,36956.0,Fully Paid
17891,AL,72000.0,4 years,assistant,OWN,185.84,6000,major_purchase,36 months,0.0721,26532.0,34.0,149.0,0.0,0.0,1,45.0,7.0,5.0,9.0,0.0,2.0,11,50.0,0,22,11108.0,Fully Paid
17894,SC,45000.0,< 1 year,manager,MORTGAGE,480.43,15000,credit_card,36 months,0.0949,18101.0,157.0,241.0,1.0,1.0,3,58.0,11.0,9.0,10.0,0.0,5.0,12,40.0,0,28,36354.0,Fully Paid
17895,AZ,85000.0,4 years,general superintendent,OWN,963.66,28000,debt_consolidation,36 months,0.1449,17321.0,175.0,185.0,25.0,25.0,2,8.0,7.0,7.0,7.0,0.0,0.0,9,75.0,0,23,48785.0,Fully Paid
17896,NJ,100000.0,2 years,studio proprietor,MORTGAGE,423.2,16000,debt_consolidation,60 months,0.1992,18786.0,157.0,134.0,2.0,2.0,1,14.0,7.0,10.0,11.0,0.0,4.0,19,20.0,0,27,46857.0,Fully Paid
17897,WV,50000.0,10+ years,ICT expert,RENT,524.56,20000,debt_consolidation,60 months,0.1952,1275.0,140.0,141.0,8.0,1.0,4,12.0,8.0,5.0,7.0,0.0,3.0,8,0.0,0,21,10196.0,Charged Off
17899,CA,120000.0,10+ years,analyst,MORTGAGE,306.36,12000,home_improvement,60 months,0.1825,24880.0,103.0,122.0,5.0,5.0,2,20.0,11.0,12.0,7.0,0.0,8.0,13,75.0,0,34,110052.0,Fully Paid
17900,GA,72000.0,10+ years,supervisor,RENT,415.87,12000,small_business,36 months,0.1498,1420.0,110.0,145.0,2.0,2.0,2,23.0,8.0,3.0,4.0,1.0,1.0,4,33.3,0,17,5679.0,Fully Paid
17901,WA,85000.0,10+ years,flyaway facilitator,MORTGAGE,252.86,10400,renewable_energy,60 months,0.1599,86611.0,80.0,211.0,4.0,4.0,5,11.0,2.0,3.0,4.0,0.0,2.0,6,50.0,0,16,51865.0,Fully Paid
17902,AR,63000.0,10+ years,supervisor,MORTGAGE,446.31,14000,debt_consolidation,36 months,0.0917,16473.0,261.0,258.0,21.0,8.0,2,27.0,6.0,7.0,7.0,0.0,1.0,10,60.0,1,19,31501.0,Fully Paid
17903,CO,171000.0,10+ years,director,MORTGAGE,906.94,30000,other,60 months,0.2649,38045.0,157.0,216.0,6.0,6.0,4,22.0,7.0,12.0,6.0,1.0,3.0,12,75.0,0,28,114350.0,Fully Paid
17904,OH,52000.0,10+ years,operator,MORTGAGE,150.78,4500,debt_consolidation,36 months,0.1261,13345.0,143.0,146.0,13.0,9.0,2,55.0,5.0,10.0,3.0,0.0,2.0,5,0.0,0,21,6879.0,Fully Paid
17905,AK,60000.0,2 years,military officer,MORTGAGE,242.15,7000,debt_consolidation,36 months,0.1485,34218.0,39.0,57.0,7.0,7.0,1,0.0,2.0,2.0,3.0,0.0,4.0,6,100.0,0,7,55965.0,Fully Paid
17906,VA,50000.0,10+ years,mechanic,RENT,337.56,14000,debt_consolidation,60 months,0.1561,3376.0,225.0,159.0,77.0,69.0,0,30.0,12.0,2.0,5.0,0.0,0.0,6,100.0,0,16,20256.0,Fully Paid
17907,CA,85000.0,1 year,controller,MORTGAGE,307.31,10000,credit_card,36 months,0.0668,151703.0,141.0,166.0,109.0,3.0,7,56.0,4.0,2.0,3.0,0.0,2.0,4,0.0,0,13,6813.0,Fully Paid
17908,OR,78000.0,10+ years,school staff,MORTGAGE,241.46,7000,other,36 months,0.1465,11665.0,128.0,167.0,1.0,1.0,1,0.0,8.0,8.0,15.0,0.0,5.0,18,50.0,0,24,50163.0,Fully Paid
17909,FL,36000.0,10+ years,ICT expert,RENT,223.92,10000,debt_consolidation,60 months,0.1229,3889.0,276.0,140.0,13.0,11.0,3,32.0,3.0,15.0,4.0,0.0,1.0,17,66.7,0,22,66120.0,Fully Paid
17910,MO,35000.0,1 year,office staff,RENT,330.65,11200,debt_consolidation,60 months,0.2529,20230.0,146.0,190.0,2.0,2.0,1,18.0,3.0,10.0,5.0,1.0,2.0,8,50.0,0,20,161838.0,Charged Off
17912,NH,137828.0,10+ years,top executive,MORTGAGE,987.72,28000,credit_card,36 months,0.1624,25952.0,159.0,379.0,5.0,5.0,5,12.0,21.0,4.0,15.0,0.0,1.0,19,63.6,0,35,81960.0,Fully Paid
17913,PA,49992.0,3 years,installer,RENT,647.67,17900,debt_consolidation,36 months,0.1806,1939.0,106.0,119.0,5.0,5.0,0,0.0,13.0,6.0,12.0,0.0,2.0,17,0.0,0,23,32967.0,Fully Paid
17916,TN,38604.0,5 years,assembly,MORTGAGE,280.57,11400,credit_card,60 months,0.1655,8433.0,97.0,115.0,0.0,0.0,1,67.0,15.0,3.0,17.0,0.0,5.0,19,0.0,0,34,28593.0,Fully Paid
17917,NC,94000.0,8 years,ICT expert,OWN,298.59,8800,major_purchase,36 months,0.1349,27264.0,198.0,191.0,21.0,20.0,3,0.0,7.0,6.0,4.0,0.0,0.0,10,50.0,0,18,51614.0,Fully Paid
17918,FL,33000.0,4 years,server,OWN,456.0,13850,debt_consolidation,36 months,0.1139,2368.0,39.0,141.0,34.0,34.0,0,0.0,4.0,1.0,9.0,0.0,0.0,9,25.0,0,13,18941.0,Fully Paid
17919,MD,130000.0,9 years,admin officer/administrator,MORTGAGE,1174.91,35000,other,36 months,0.1274,30724.0,138.0,158.0,9.0,9.0,4,75.0,6.0,12.0,5.0,0.0,1.0,8,0.0,0,23,45211.0,Charged Off
17920,FL,42000.0,10+ years,tennis professional,RENT,224.2,7000,medical,36 months,0.0949,1307.0,144.0,203.0,5.0,5.0,0,0.0,6.0,5.0,8.0,0.0,4.0,10,0.0,1,20,13065.0,Fully Paid
17921,TX,68000.0,10+ years,manager,MORTGAGE,542.22,15000,debt_consolidation,36 months,0.1799,9297.0,143.0,304.0,5.0,5.0,2,0.0,9.0,5.0,19.0,0.0,5.0,21,37.5,0,34,32285.0,Fully Paid
17922,TX,81624.0,2 years,director,MORTGAGE,236.47,7000,debt_consolidation,36 months,0.1318,16822.0,113.0,134.0,7.0,2.0,3,9.0,3.0,9.0,6.0,0.0,3.0,12,100.0,0,21,56434.0,Fully Paid
17923,KS,48000.0,2 years,nurse,RENT,219.0,7000,debt_consolidation,36 months,0.0789,3275.0,48.0,106.0,9.0,9.0,0,0.0,3.0,12.0,11.0,0.0,3.0,23,0.0,0,25,75332.0,Charged Off
17924,MA,80000.0,10+ years,driver,OWN,665.53,20000,home_improvement,36 months,0.1213,3433.0,119.0,131.0,6.0,6.0,0,0.0,5.0,1.0,5.0,0.0,1.0,5,33.3,0,9,17167.0,Fully Paid
17925,FL,80000.0,10+ years,top executive,MORTGAGE,510.91,15500,small_business,36 months,0.1147,14710.0,100.0,127.0,23.0,11.0,3,38.0,5.0,5.0,5.0,0.0,1.0,9,20.0,0,14,39395.0,Fully Paid
17926,MS,60000.0,< 1 year,customer service,MORTGAGE,742.37,24000,debt_consolidation,36 months,0.0712,5567.0,187.0,408.0,7.0,7.0,4,26.0,19.0,6.0,21.0,0.0,5.0,23,25.0,0,59,30514.0,Fully Paid
17927,CA,70000.0,5 years,director,RENT,550.68,20000,debt_consolidation,60 months,0.2185,2370.0,136.0,129.0,3.0,3.0,0,34.0,2.0,5.0,4.0,0.0,2.0,7,0.0,0,12,14217.0,Charged Off
17928,PA,60000.0,10+ years,prison staff,MORTGAGE,442.4,19000,credit_card,60 months,0.1403,13859.0,144.0,236.0,10.0,9.0,3,61.0,5.0,20.0,7.0,0.0,2.0,11,25.0,1,37,64027.0,Fully Paid
17929,CA,112000.0,10+ years,top executive,RENT,81.25,2500,other,36 months,0.1049,4924.0,161.0,509.0,12.0,9.0,2,22.0,9.0,2.0,6.0,0.0,2.0,8,20.0,0,16,39392.0,Fully Paid
17930,NJ,120000.0,< 1 year,assistant,RENT,1187.57,35000,debt_consolidation,36 months,0.1349,6384.0,183.0,137.0,3.0,3.0,0,0.0,12.0,61.0,15.0,0.0,1.0,46,55.6,0,79,287298.0,Fully Paid
17933,WA,38760.0,8 years,"united warehouses, inc.",MORTGAGE,399.65,17050,home_improvement,60 months,0.1433,21445.0,92.0,184.0,14.0,14.0,1,0.0,6.0,5.0,7.0,0.0,0.0,9,100.0,1,24,17566.0,Fully Paid
17934,GA,100000.0,10+ years,secretary,MORTGAGE,297.66,12000,major_purchase,60 months,0.1691,11583.0,146.0,141.0,2.0,2.0,5,0.0,13.0,26.0,25.0,0.0,9.0,30,16.7,0,62,65014.0,Fully Paid
17935,GA,80000.0,10+ years,systems specialist,MORTGAGE,321.55,10000,credit_card,36 months,0.0976,16257.0,56.0,99.0,4.0,4.0,2,0.0,7.0,2.0,10.0,0.0,3.0,12,66.7,0,15,53898.0,Fully Paid
17936,NY,138000.0,10+ years,director,RENT,1162.34,35000,credit_card,36 months,0.1199,5174.0,152.0,366.0,0.0,0.0,1,0.0,15.0,11.0,21.0,0.0,4.0,29,44.4,0,47,144875.0,Fully Paid
17937,CA,105000.0,9 years,analyst,MORTGAGE,78.57,2400,other,36 months,0.1099,69540.0,108.0,181.0,41.0,24.0,15,11.0,4.0,10.0,4.0,1.0,0.0,8,50.0,0,36,96747.0,Fully Paid
17938,CA,87500.0,5 years,manager,RENT,513.4,14000,debt_consolidation,36 months,0.1903,2192.0,91.0,216.0,1.0,1.0,0,0.0,6.0,7.0,14.0,0.0,2.0,17,66.7,1,30,32873.0,Fully Paid
17939,TN,60000.0,10+ years,customer service,MORTGAGE,622.53,25000,debt_consolidation,60 months,0.1709,20929.0,85.0,126.0,5.0,3.0,3,70.0,5.0,12.0,6.0,0.0,3.0,8,25.0,0,24,51472.0,Fully Paid
17941,TX,80000.0,1 year,engineer,RENT,437.96,13000,debt_consolidation,36 months,0.1299,7136.0,67.0,58.0,2.0,2.0,0,0.0,1.0,3.0,5.0,0.0,3.0,7,100.0,0,8,49953.0,Fully Paid
17943,CA,100000.0,10+ years,ICT expert,OWN,458.28,14000,debt_consolidation,36 months,0.1099,26222.0,210.0,185.0,2.0,2.0,3,54.0,18.0,7.0,12.0,0.0,4.0,16,41.7,0,30,88498.0,Fully Paid
17944,TX,40000.0,10+ years,sales rep,OWN,305.8,13000,debt_consolidation,60 months,0.1449,8486.0,166.0,185.0,18.0,10.0,1,0.0,11.0,3.0,6.0,0.0,1.0,9,75.0,0,18,47482.0,Fully Paid
17945,AL,50000.0,10+ years,school staff,OWN,617.76,16625,debt_consolidation,36 months,0.1999,43939.0,111.0,262.0,2.0,2.0,4,59.0,5.0,11.0,4.0,0.0,4.0,7,100.0,0,25,50553.0,Fully Paid
17947,FL,90000.0,10+ years,superintendent,RENT,633.52,22750,debt_consolidation,60 months,0.224,1860.0,145.0,155.0,52.0,52.0,0,13.0,3.0,1.0,5.0,0.0,0.0,5,0.0,0,9,5579.0,Fully Paid
17948,MS,50000.0,4 years,top executive,RENT,226.92,10000,debt_consolidation,60 months,0.1288,1584.0,123.0,172.0,11.0,11.0,0,77.0,6.0,9.0,4.0,0.0,2.0,8,0.0,0,18,12669.0,Fully Paid
17949,CA,96000.0,2 years,lead backend developer,RENT,550.78,21000,debt_consolidation,60 months,0.1952,6290.0,106.0,98.0,6.0,5.0,0,0.0,9.0,9.0,7.0,0.0,2.0,10,100.0,0,25,56613.0,Fully Paid
17950,FL,35000.0,6 years,engineer,RENT,560.94,21000,debt_consolidation,60 months,0.2039,4955.0,127.0,123.0,12.0,1.0,0,0.0,4.0,16.0,4.0,0.0,2.0,15,0.0,0,21,74319.0,Charged Off
17952,FL,56000.0,10+ years,accouting,OWN,649.98,19200,debt_consolidation,36 months,0.1333,17765.0,164.0,382.0,2.0,2.0,3,0.0,19.0,3.0,9.0,0.0,2.0,13,60.0,1,35,24517.0,Fully Paid
17953,IL,260000.0,10+ years,consultant,OWN,224.95,6725,credit_card,36 months,0.1249,110068.0,147.0,155.0,3.0,3.0,6,43.0,3.0,5.0,4.0,0.0,2.0,6,50.0,0,18,10710.0,Fully Paid
17955,TX,62000.0,7 years,driver,OWN,539.84,20000,debt_consolidation,60 months,0.2089,5070.0,171.0,127.0,5.0,4.0,0,0.0,2.0,7.0,2.0,0.0,3.0,5,0.0,0,12,25349.0,Charged Off
17957,FL,37000.0,3 years,school staff,RENT,439.88,14000,credit_card,36 months,0.0818,6951.0,89.0,149.0,97.0,5.0,0,29.0,3.0,8.0,2.0,0.0,1.0,6,50.0,0,12,41707.0,Fully Paid
17958,VA,40000.0,3 years,csr,RENT,177.92,5300,debt_consolidation,36 months,0.1274,1950.0,67.0,171.0,9.0,9.0,1,16.0,18.0,4.0,18.0,0.0,2.0,20,12.5,0,34,37045.0,Fully Paid
17959,CA,80000.0,10+ years,paralegal,MORTGAGE,733.43,20000,debt_consolidation,36 months,0.1903,11531.0,140.0,159.0,2.0,2.0,1,79.0,12.0,7.0,19.0,0.0,5.0,22,60.0,1,31,75402.0,Fully Paid
17960,NY,37500.0,8 years,polisher,MORTGAGE,300.27,13000,credit_card,60 months,0.1367,18899.0,68.0,62.0,42.0,8.0,2,0.0,3.0,3.0,4.0,0.0,1.0,6,100.0,0,10,26438.0,Fully Paid
17961,MA,29879.0,8 years,claener,RENT,198.66,6025,debt_consolidation,36 months,0.1149,1410.0,4.0,91.0,3.0,3.0,0,0.0,11.0,1.0,12.0,0.0,2.0,14,60.0,0,16,19745.0,Charged Off
17963,MD,200000.0,< 1 year,top executive,RENT,489.52,15000,credit_card,36 months,0.1078,3507.0,21.0,146.0,1.0,1.0,1,0.0,13.0,3.0,16.0,0.0,8.0,18,11.1,0,25,59618.0,Fully Paid
17964,CA,98000.0,10+ years,manager,RENT,1121.43,35000,debt_consolidation,60 months,0.2949,3407.0,155.0,73.0,17.0,17.0,0,0.0,10.0,6.0,12.0,0.0,0.0,15,50.0,0,20,51100.0,Charged Off
17967,SC,48000.0,< 1 year,wharehouse,RENT,259.38,8000,debt_consolidation,36 months,0.1033,3869.0,150.0,204.0,9.0,9.0,0,0.0,4.0,3.0,6.0,0.0,1.0,7,75.0,0,9,27081.0,Fully Paid
17968,CA,42000.0,8 years,nurse,RENT,391.7,10000,debt_consolidation,36 months,0.2388,2385.0,88.0,109.0,7.0,7.0,0,23.0,9.0,5.0,12.0,0.0,3.0,14,80.0,0,26,31002.0,Fully Paid
17969,UT,48000.0,10+ years,carpenter,MORTGAGE,204.05,6000,debt_consolidation,36 months,0.1365,25210.0,128.0,224.0,14.0,14.0,4,52.0,12.0,6.0,7.0,0.0,0.0,10,0.0,0,26,25597.0,Fully Paid
17970,CA,120000.0,3 years,producer,MORTGAGE,905.45,26500,home_improvement,36 months,0.1398,43341.0,159.0,129.0,24.0,6.0,3,41.0,8.0,9.0,6.0,0.0,3.0,11,66.7,0,29,45993.0,Fully Paid
17971,MD,69355.0,10+ years,prot. operations specialist,RENT,63.1,1900,medical,36 months,0.1199,6004.0,68.0,231.0,34.0,11.0,0,0.0,6.0,3.0,10.0,0.0,1.0,12,66.7,0,20,48030.0,Fully Paid
17973,MA,55000.0,10+ years,clerk,RENT,239.79,10400,moving,60 months,0.1359,879.0,163.0,245.0,13.0,13.0,0,28.0,21.0,5.0,9.0,0.0,0.0,10,14.3,0,34,8794.0,Charged Off
17974,IL,72000.0,1 year,benefits specialist,RENT,230.61,7200,credit_card,36 months,0.0949,6554.0,123.0,138.0,1.0,1.0,0,48.0,9.0,22.0,11.0,0.0,2.0,13,0.0,0,38,85208.0,Fully Paid
17975,NY,41000.0,< 1 year,bookkeeper,RENT,314.74,12000,moving,60 months,0.1952,2021.0,155.0,122.0,4.0,4.0,0,47.0,5.0,7.0,11.0,0.0,1.0,13,100.0,0,24,24255.0,Fully Paid
17976,NV,90000.0,10+ years,secretary,MORTGAGE,673.79,20000,credit_card,36 months,0.1299,2590.0,271.0,175.0,2.0,2.0,5,0.0,13.0,18.0,15.0,0.0,6.0,16,41.7,0,49,27471.0,Fully Paid
17977,CO,71000.0,7 years,manager,MORTGAGE,578.42,24000,debt_consolidation,60 months,0.1559,28863.0,118.0,127.0,12.0,12.0,1,73.0,9.0,10.0,6.0,0.0,1.0,9,80.0,1,23,57844.0,Fully Paid
17978,CA,40000.0,1 year,contract staff,RENT,336.9,10000,debt_consolidation,36 months,0.1299,2753.0,116.0,98.0,3.0,3.0,0,0.0,10.0,16.0,7.0,0.0,3.0,14,75.0,0,34,38540.0,Fully Paid
17979,RI,56000.0,10+ years,bsa officer,MORTGAGE,148.27,4500,debt_consolidation,36 months,0.1144,35017.0,13.0,113.0,4.0,1.0,1,57.0,7.0,1.0,8.0,0.0,2.0,10,0.0,0,11,8366.0,Fully Paid
17980,CA,38000.0,< 1 year,admin officer/administrator,MORTGAGE,112.71,3075,debt_consolidation,36 months,0.1899,18996.0,99.0,153.0,4.0,4.0,1,0.0,5.0,5.0,8.0,0.0,3.0,11,75.0,1,18,23441.0,Charged Off
17981,NJ,113000.0,9 years,nurse,MORTGAGE,447.83,20000,debt_consolidation,60 months,0.1229,8156.0,186.0,200.0,3.0,3.0,6,43.0,13.0,16.0,13.0,0.0,5.0,18,16.7,0,51,138645.0,Charged Off
17982,GA,53210.0,10+ years,production and logistics coordinator,MORTGAGE,263.55,12000,debt_consolidation,60 months,0.1144,12951.0,156.0,282.0,20.0,4.0,5,32.0,9.0,7.0,10.0,0.0,1.0,14,0.0,0,33,30549.0,Fully Paid
17983,MI,45000.0,6 years,analyst,MORTGAGE,172.04,5150,credit_card,36 months,0.124,7169.0,175.0,154.0,16.0,15.0,2,7.0,6.0,13.0,6.0,0.0,0.0,14,0.0,0,24,36767.0,Fully Paid
17986,NC,120000.0,1 year,ICT expert,MORTGAGE,183.6,6000,medical,36 months,0.0639,22582.0,223.0,281.0,10.0,10.0,4,0.0,14.0,17.0,14.0,0.0,1.0,23,0.0,0,40,92091.0,Fully Paid
17987,CA,120000.0,10+ years,rn,MORTGAGE,833.02,35000,debt_consolidation,60 months,0.1502,11159.0,96.0,90.0,10.0,7.0,3,0.0,15.0,15.0,22.0,0.0,4.0,27,13.3,0,46,135614.0,Fully Paid
17988,GA,76000.0,7 years,technician,MORTGAGE,201.82,6000,credit_card,36 months,0.1288,23850.0,130.0,132.0,9.0,3.0,2,81.0,7.0,8.0,4.0,0.0,4.0,8,66.7,1,19,66383.0,Fully Paid
17989,NY,500000.0,3 years,top executive,RENT,723.34,30000,credit_card,60 months,0.1561,4494.0,135.0,108.0,13.0,13.0,0,11.0,13.0,2.0,15.0,0.0,0.0,18,77.8,0,26,80891.0,Fully Paid
17990,PA,72000.0,6 years,marketing associate,MORTGAGE,820.58,33025,credit_card,60 months,0.1699,19511.0,202.0,186.0,7.0,7.0,4,0.0,7.0,9.0,6.0,0.0,2.0,12,66.7,0,25,71171.0,Fully Paid
17993,WA,250000.0,10+ years,director,MORTGAGE,903.45,30000,home_improvement,36 months,0.0532,53970.0,194.0,162.0,14.0,14.0,2,0.0,10.0,4.0,6.0,0.0,0.0,8,0.0,0,23,156569.0,Fully Paid
17994,NY,58000.0,4 years,analyst,OWN,825.99,24000,debt_consolidation,36 months,0.1449,23734.0,164.0,143.0,2.0,2.0,0,13.0,7.0,26.0,11.0,0.0,2.0,16,83.3,0,42,332277.0,Fully Paid
17995,TX,46000.0,10+ years,claims expert,OWN,333.53,10000,debt_consolidation,36 months,0.1229,4004.0,127.0,50.0,9.0,9.0,0,73.0,2.0,6.0,4.0,0.0,1.0,6,50.0,0,11,24026.0,Fully Paid
17996,VT,47000.0,8 years,licensed optician,RENT,349.55,10000,debt_consolidation,36 months,0.1559,2547.0,64.0,146.0,6.0,3.0,0,0.0,13.0,6.0,13.0,0.0,2.0,15,66.7,0,30,35652.0,Fully Paid
17997,FL,110000.0,10+ years,manager,RENT,527.55,16000,debt_consolidation,36 months,0.1149,3243.0,108.0,514.0,6.0,6.0,0,36.0,7.0,9.0,11.0,0.0,3.0,16,75.0,0,28,45404.0,Fully Paid
17998,CT,126500.0,< 1 year,director,RENT,413.0,12000,debt_consolidation,36 months,0.1449,7400.0,134.0,302.0,4.0,4.0,3,78.0,15.0,10.0,7.0,0.0,5.0,13,28.6,1,34,96211.0,Fully Paid
17999,CA,60000.0,1 year,scientist,RENT,146.61,4000,other,36 months,0.1899,5312.0,14.0,132.0,12.0,11.0,0,0.0,4.0,2.0,2.0,0.0,2.0,3,100.0,0,7,15937.0,Fully Paid
18001,GA,51000.0,5 years,"wellpoint, inc",RENT,455.76,13000,debt_consolidation,36 months,0.158,6445.0,201.0,143.0,6.0,6.0,0,0.0,3.0,4.0,4.0,0.0,1.0,5,100.0,1,10,32224.0,Fully Paid
18002,IL,350000.0,1 year,director,RENT,818.35,25000,debt_consolidation,36 months,0.1099,22854.0,194.0,207.0,4.0,4.0,0,70.0,7.0,6.0,4.0,0.0,1.0,6,100.0,0,15,137124.0,Fully Paid
18003,IL,96000.0,4 years,analyst,RENT,309.62,13000,other,60 months,0.1505,1619.0,51.0,272.0,19.0,19.0,1,80.0,6.0,2.0,9.0,0.0,0.0,12,0.0,1,21,16192.0,Fully Paid
18004,IL,27000.0,7 years,manager,RENT,183.05,5700,debt_consolidation,36 months,0.0967,3624.0,107.0,94.0,15.0,15.0,0,0.0,6.0,11.0,5.0,0.0,0.0,15,33.3,0,21,54356.0,Charged Off
